【7BV11】特別支援学校高等部学習指導要領（平成21年告示）コード表　Ver 1.1,,,
教科等,No,学習指導要領テキスト,学習指導要領コード
印刷,1262,ウ   内容の(6)については， 印刷商品の生産流通， 消費などの生活環境の変化についてその概要を扱うこと。,7Eh1505230000000
印刷,1263,エ  内容の(7)については， 生徒の実態に応じて， 特殊印刷や高品位印刷などについて触れること。,7Eh1505240000000
印刷,1264,［写真製版］,7Eh2500000000000
印刷,1265,"１　目標
写真及びコンピュータを応用した製版及び印刷の技術に関する基礎的な知識を習得させ，  これを印刷に応用する能力と態度を育てる。",7Eh2502000000000
印刷,1266,２　内容,7Eh2503000000000
印刷,1267,(1)写真製版の概要,7Eh2503100000000
印刷,1268,ア  製版カメラの機能と操作        ,7Eh2503110000000
印刷,1269,イ   モノクロ製版とカラー製版,7Eh2503120000000
印刷,1270,ウ   コンピュータ製版,7Eh2503130000000
印刷,1271,(2)平版製版,7Eh2503200000000
印刷,1272,ア  平版製版の種類        ,7Eh2503210000000
印刷,1273,イ  製版工程と製版材料,7Eh2503220000000
印刷,1274,(3)凸版製版,7Eh2503300000000
印刷,1275,ア  凸版製版の種類        ,7Eh2503310000000
印刷,1276,イ  製版工程と製版材料,7Eh2503320000000
印刷,1277,(4)凹版製版,7Eh2503400000000
印刷,1278,ア  凹版製版の種類        ,7Eh2503410000000
印刷,1279,イ  製版工程と製版材料,7Eh2503420000000
印刷,1280,(5)電子製版,7Eh2503500000000
印刷,1281,ア  スキャナの機能        ,7Eh2503510000000
印刷,1282,イ   色分解と色再現,7Eh2503520000000
印刷,1283,(6)その他の製版,7Eh2503600000000
印刷,1284,３　内容の取扱い,7Eh2505000000000
印刷,1285,(1) 内容の構成及びその取扱いに当たっては， 次の事項に配慮するものとする。,7Eh2505100000000
印刷,1286,ア  指導に当たっては，  ｢印刷概論｣，  「写真化学・光学」，  「画像技術」及び「印刷総合実習｣と関連させながら取り扱い， 写真製版の基礎的な知識や技術の習得を促すよう留意すること。,7Eh2505110000000
印刷,1287,イ   内容の(5)については， スキャナによる電子製版に関して，  「印刷総合実習」 と関連させながら扱うこと。,7Eh2505120000000
印刷,1288,(2) 内容の範囲や程度については， 次の事項に配慮するものとする。,7Eh2505200000000
印刷,1289,ア  内容の(1)については，  コンピュータを活用し， イメージセッタにより製版する方法について具体的に扱うこと。,7Eh2505210000000
印刷,1290,イ   内容の(2)については， 生徒の実態に応じて， オフセット印刷における最新の技術について触れること。,7Eh2505220000000
印刷,1291,ウ   内容の(6)については， 写真製版を応用した技術やＣＴＰ， ＤＴＰ等の製版方法に触れること。,7Eh2505230000000
印刷,1292,［印刷機械・材料］,7Eh3500000000000
印刷,1293,"１　目標
製版及び印刷に用いられる機械 ・器具及び材料等に関する基礎的な知識を習得させ， その適切な選択と使用及び保守・管理を行う能力と態度を育てる。",7Eh3502000000000
印刷,1294,２　内容,7Eh3503000000000
印刷,1295,(1) 各種印刷機械の構造と分類,7Eh3503100000000
印刷,1296,ア  構造と機能        ,7Eh3503110000000
印刷,1297,イ   コンピュータと印刷関連機器,7Eh3503120000000
印刷,1298,(2) 製本機械， 紙器加工機械及びその他の製版印刷機器類,7Eh3503200000000
印刷,1299,ア  製本機械        ,7Eh3503210000000
印刷,1300,イ   紙器加工機械         ,7Eh3503220000000
印刷,1301,ウ  製版印刷機,7Eh3503230000000
印刷,1302,エ  オンデマンドプリンタ,7Eh3503240000000
印刷,1303,(3)印刷用紙,7Eh3503300000000
印刷,1304,ア  製紙工程        ,7Eh3503310000000
印刷,1305,イ   紙の種類，特性，規格,7Eh3503320000000
印刷,1306,(4)印刷用インキ類,7Eh3503400000000
印刷,1307,(5)印刷写真用材料・薬品,7Eh3503500000000
印刷,1308,ア  写真感光材料        ,7Eh3503510000000
印刷,1309,イ   現像処理材料         ,7Eh3503520000000
印刷,1310,ウ  製版印刷材料,7Eh3503530000000
印刷,1311,エ  磁気記録材料,7Eh3503540000000
印刷,1312,(6) その他の製版印刷用材料,7Eh3503600000000
印刷,1313,３　内容の取扱い,7Eh3505000000000
印刷,1314,(1) 内容の構成及びその取扱いに当たっては， 次の事項に配慮するものとする。,7Eh3505100000000
印刷,1315,ア  指導に当たっては，実験・実習を通して，実際的，具体的に理解させるようにすること。,7Eh3505110000000
印刷,1316,イ   内容の(6)については， 材料相互の関連を考えさせながら， 製版印刷用材料を活用する能力の育成に努めること。,7Eh3505120000000
印刷,1317,(2) 内容の範囲や程度については， 次の事項に配慮するものとする。,7Eh3505200000000
印刷,1318,ア  内容の(1)及び(2)については，各種機械・機器の扱い方，整備，保守等について具体的に扱うこと。,7Eh3505210000000
印刷,1319,イ   内容の(3)については， 紙とインキのトラブルやその対応策に触れること。,7Eh3505220000000
印刷,1320,ウ   内容の(4)については， 印刷用のインキの組成と特徴について具体的に扱うこと。,7Eh3505230000000
印刷,1321,エ  内容の(5)については，それぞれの材料に関して，その特徴や用途を重点的に扱うこと。,7Eh3505240000000
印刷,1322,オ  内容の(3)，  (4)，  (5)及び(6)については，  自然及び環境保護等について触れること。,7Eh3505250000000
印刷,1323,［印刷デザイン］,7Eh4500000000000
印刷,1324,"１　目標
グラフィックデザイン分野における図案・製図に関する基礎的な知識と技術を習得させ，  これを印刷に応用する能力と感性を養う。",7Eh4502000000000
印刷,1325,２　内容,7Eh4503000000000
印刷,1326,(1)色の体系,7Eh4503100000000
印刷,1327,ア  色の三属性        ,7Eh4503110000000
印刷,1328,イ  感情効果         ,7Eh4503120000000
印刷,1329,ウ  配色        ,7Eh4503130000000
印刷,1330,エ  混色と知覚,7Eh4503140000000
印刷,1331,(2) フィニッシュワークの基礎,7Eh4503200000000
印刷,1332,(3)構成の原理,7Eh4503300000000
印刷,1333,ア  ハーモニー        ,7Eh4503310000000
印刷,1334,イ   バランス         ,7Eh4503320000000
印刷,1335,ウ   リズム,7Eh4503330000000
印刷,1336,(4) レタリング,7Eh4503400000000
印刷,1337,ア  書体の役割        ,7Eh4503410000000
印刷,1338,イ   文字の基本と書き方         ,7Eh4503420000000
印刷,1339,ウ  バランス,7Eh4503430000000
印刷,1340,(5)ポスター,7Eh4503500000000
印刷,1341,ア  伝達の内容        ,7Eh4503510000000
印刷,1342,イ   造形的な表現,7Eh4503520000000
印刷,1343,(6) コンピュータによる画像構成,7Eh4503600000000
印刷,1344,ア   コンピュータグラフィックスの意義と技法,7Eh4503610000000
印刷,1345,３　内容の取扱い,7Eh4505000000000
印刷,1346,(1) 内容の構成及びその取扱いに当たっては， 次の事項に配慮するものとする。,7Eh4505100000000
印刷,1347,ア  指導に当たっては， 特に生徒の感性を養い， 芸術性を考慮した表現ができるよう留意すること。,7Eh4505110000000
印刷,1348,イ   内容の(1)及び(2)については，実習を通して，実際的，具体的に理解させるようにすること。,7Eh4505120000000
印刷,1349,ウ   内容の(3)については， 平面構成を中心に， デザイン制作に役立つよう指導すること。,7Eh4505130000000
印刷,1350,エ  内容の(4)から(6)までについては， 具体的な資料の活用や作品の鑑賞などを通して， 生徒が意欲的に作品制作を行うことができるようにすること。,7Eh4505140000000
印刷,1351,(2) 内容の範囲や程度については， 次の事項に配慮するものとする。,7Eh4505200000000
印刷,1352,ア  内容の(1)については， ポスターカラー， カラーインキ， 色紙など多様な種類の材料の使用に留意すること。,7Eh4505210000000
印刷,1353,イ   内容の(2)については， 生徒の実態に応じて， 製図機器が適切に使用できるようにすること。,7Eh4505220000000
印刷,1354,ウ   内容の(4)については， 生徒の実態に応じて，  レタリングの活用の実際についても触れること。,7Eh4505230000000
印刷,1355,［写真化学・光学］,7Eh5500000000000
印刷,1356,"１　目標
一般写真の化学及び光学に関する基礎的な知識を習得させ，  これを印刷に応用する能力と態度を育てる。",7Eh5502000000000
印刷,1357,２　内容,7Eh5503000000000
印刷,1358,(1)光及び色彩,7Eh5503100000000
印刷,1359,ア  光学的な理論と実験        ,7Eh5503110000000
印刷,1360,イ   色彩理論,7Eh5503120000000
印刷,1361,(2)カメラ原理,7Eh5503200000000
印刷,1362,ア  カメラの構造        ,7Eh5503210000000
印刷,1363,イ   カメラの選択と使用，管理,7Eh5503220000000
印刷,1364,(3)一般写真用感光材料,7Eh5503300000000
印刷,1365,ア  各種感光物質        ,7Eh5503310000000
印刷,1366,イ   光化学反応,7Eh5503320000000
印刷,1367,(4)現像処理,7Eh5503400000000
印刷,1368,ア  各種薬品の性質と使用法        ,7Eh5503410000000
印刷,1369,イ   現像液の調合,7Eh5503420000000
印刷,1370,(5)製版用光源,7Eh5503500000000
印刷,1371,ア  特性        ,7Eh5503510000000
印刷,1372,イ  使用と管理,7Eh5503520000000
印刷,1373,(6)製版カメラ,7Eh5503600000000
印刷,1374,ア  構造と特性        ,7Eh5503610000000
印刷,1375,イ   操作と管理,7Eh5503620000000
印刷,1376,(7)製版用感光材料,7Eh5503700000000
印刷,1377,ア  特性        ,7Eh5503710000000
印刷,1378,イ  使用と管理,7Eh5503720000000
印刷,1379,３　内容の取扱い,7Eh5505000000000
印刷,1380,(1) 内容の構成及びその取扱いに当たっては， 次の事項に配慮するものとする。,7Eh5505100000000
印刷,1381,ア  指導に当たっては，実験・実習，観察等を通して，一般写真の化学及び光学に関する基礎的な知識や技術が習得されるよう留意すること。,7Eh5505110000000
印刷,1382,イ   内容の(3)については， カラー写真に関して，  「写真製版」 と関連させながら扱うこと。,7Eh5505120000000
印刷,1383,ウ   内容の(5)及び(7)については， 各種製版用光源の特性と使用感光材料の性質とを関連させながら扱うこと。,7Eh5505130000000
印刷,1384,(2) 内容の範囲や程度については， 次の事項に配慮するものとする。,7Eh5505200000000
印刷,1385,ア  内容の(3)については， 各種感光物質の組成や光化学反応の理論等の概要を扱うこと。,7Eh5505210000000
印刷,1386,イ   内容の(6)については，内容の(2)との関連を図り，製版カメラの構造，特性等を重点的に扱うこと。,7Eh5505220000000
印刷,1387,［文書処理・管理］,7Eh6500000000000
印刷,1388,"１　目標
文書処理・ 管理に関する知識と技術を習得させ， これを印刷に応用する能力と態度を育てる。",7Eh6502000000000
印刷,1389,２　内容,7Eh6503000000000
印刷,1390,(1)各種文書,7Eh6503100000000
印刷,1391,ア  種類と形態,7Eh6503110000000
印刷,1392,(2)文書構成,7Eh6503200000000
印刷,1393,ア  構成要素の配置        ,7Eh6503210000000
印刷,1394,イ   文書作成の要領,7Eh6503220000000
印刷,1395,(3) コンピュータの活用,7Eh6503300000000
印刷,1396,ア   コンピュータの機能        ,7Eh6503310000000
印刷,1397,イ  応用文書の作成,7Eh6503320000000
印刷,1398,(4)機器の管理,7Eh6503400000000
印刷,1399,ア  使用機器の管理        ,7Eh6503410000000
印刷,1400,イ   周辺装置の管理,7Eh6503420000000
印刷,1401,(5) 文書の整理と保管,7Eh6503500000000
印刷,1402,ア  文書情報の活用         ,7Eh6503510000000
印刷,1403,イ  機密保持,7Eh6503520000000
印刷,1404,３　内容の取扱い,7Eh6505000000000
印刷,1405,(1) 内容の構成及びその取扱いに当たっては， 次の事項に配慮するものとする。,7Eh6505100000000
印刷,1406,ア  指導に当たっては，  コンピュータの操作に習熟するとともに， 文書の作成や管理についての実践的な態度の育成や能力の向上に留意すること。,7Eh6505110000000
印刷,1407,イ   内容の(1)から(3)までについては， 相互に関連付けながら指導し，  コンピュータを使用して， 適切に文書が作成できるようにすること。,7Eh6505120000000
印刷,1408,ウ   内容の(5)については， 情報の活用や整理方法及び機密保持などの観点から， 文書管理の意義が理解できるようにすること。,7Eh6505130000000
印刷,1409,(2) 内容の範囲や程度については， 次の事項に配慮するものとする。,7Eh6505200000000
印刷,1410,ア  内容の(5)については， 文書ファイリングの必要性と方法， 各種記憶媒体による文書管理や文書交換の概要を扱うこと。,7Eh6505210000000
印刷,1411,［印刷情報技術基礎］,7Eh7500000000000
印刷,1412,"１　目標
社会における情報化の進展と情報の意義や役割を理解させるとともに， 情報の活用に関する知識と技術を習得させ， 印刷の分野で情報及び情報手段を主体的に活用する能力と態度を育てる。",7Eh7502000000000
印刷,1413,２　内容,7Eh7503000000000
印刷,1414,(1) 情報社会と情報機器,7Eh7503100000000
印刷,1415,ア  情報社会        ,7Eh7503110000000
印刷,1416,イ   情報機器の活用分野,7Eh7503120000000
印刷,1417,(2) 情報モラルとセキュリティ,7Eh7503200000000
印刷,1418,ア  情報の価値とモラル        ,7Eh7503210000000
印刷,1419,イ   情報のセキュリティ管理,7Eh7503220000000
印刷,1420,(3) 情報機器と情報通信ネットワーク,7Eh7503300000000
印刷,1421,ア  情報機器の仕組み        ,7Eh7503310000000
印刷,1422,イ   プログラミング,7Eh7503320000000
印刷,1423,ウ  情報機器の活用         ,7Eh7503330000000
印刷,1424,エ  情報通信ネットワークの仕組み,7Eh7503340000000
印刷,1425,(4) 印刷と情報機器の活用,7Eh7503400000000
印刷,1426,ア  印刷における情報機器の活用の目的と意義,7Eh7503410000000
印刷,1427,イ   印刷における情報機器の活用の実際         ,7Eh7503420000000
印刷,1428,ウ  個人情報の管理,7Eh7503430000000
印刷,1429,３　内容の取扱い,7Eh7505000000000
印刷,1430,(1) 内容の構成及びその取扱いに当たっては， 次の事項に配慮するものとする。,7Eh7505100000000
印刷,1431,ア  指導に当たっては， 情報機器を印刷に応用するための基礎的な知識と技術の習得を図ること。また，実習を通して，実践的・体験的に理解させるよう留意すること。,7Eh7505110000000
印刷,1432,イ   印刷に関する題材やデータなどを用いた実習を通して， 印刷の分野において情報を主体的に活用できるように指導すること。 また， 他の印刷に関する各科目と関連付けて指導すること。,7Eh7505120000000
印刷,1433,ウ   内容の(4)については，  「画像技術」及び「印刷総合実習」 と関連させながら扱うこと。,7Eh7505130000000
印刷,1434,(2) 内容の範囲や程度については， 次の事項に配慮するものとする。,7Eh7505200000000
印刷,1435,ア  内容の(1)については， 情報化の進展が生活や社会に及ぼす影響， 情報の意義や役割及び情報機器の活用分野の概要を扱うこと。,7Eh7505210000000
印刷,1436,イ   内容の(2)については， 個人のプライバシーや著作権など知的財産の保護， 収集した情報の管理， 発信する情報に対する責任など情報モラル及び情報通信ネッ トワークシステムにおけるセキュリティ管理の重要性について扱うこと。,7Eh7505220000000
印刷,1437,ウ   内容の(3)のイについては， 基本的な各種プログラム言語の機能とその利用方法について扱うこと。ウについては，生徒の実態に応じてアプリケーションソフトウェアを選択し，その基本操作を扱うこと。 エについては， 情報通信ネットワークを活用した情報の収集，処理及び発信について体験的に理解させること。,7Eh7505230000000
印刷,1438,エ  内容の(4)については， 生徒の実態に応じて， 印刷に関する分野における最新の情報機器の活用についても触れること。,7Eh7505240000000
印刷,1439,［画像技術］,7Eh8500000000000
印刷,1440,"１　目標
コンピュータを利用した画像技術に関する知識と技術を習得させ， 印刷の技術革新に対応できる能力と態度を育てる。",7Eh8502000000000
印刷,1441,２　内容,7Eh8503000000000
印刷,1442,(1)画像技術の基礎,7Eh8503100000000
印刷,1443,ア  文字と画像        ,7Eh8503110000000
印刷,1444,イ   ２進法         ,7Eh8503120000000
印刷,1445,ウ  加法混色，減法混色,7Eh8503130000000
印刷,1446,(2) 画像の記憶と再現,7Eh8503200000000
印刷,1447,ア  文字や画像と電気信号        ,7Eh8503210000000
印刷,1448,イ   ビットの意味,7Eh8503220000000
印刷,1449,(3) コンピュータによる画像処理,7Eh8503300000000
印刷,1450,ア  文字や図形の処理        ,7Eh8503310000000
印刷,1451,イ   スキャナの原理,7Eh8503320000000
印刷,1452,(4)画像の伝送,7Eh8503400000000
印刷,1453,ア  画像伝送の原理        ,7Eh8503410000000
印刷,1454,イ  伝送法,7Eh8503420000000
印刷,1455,ウ  圧縮技術とインフラストラクチャー,7Eh8503430000000
印刷,1456,(5) 印刷における画像技術,7Eh8503500000000
印刷,1457,ア  文字と画像の処理システム         ,7Eh8503510000000
印刷,1458,イ   トータルスキャナシステム,7Eh8503520000000
印刷,1459,ウ  入力機器と出力機器,7Eh8503530000000
印刷,1460,３　内容の取扱い,7Eh8505000000000
印刷,1461,(1) 内容の構成及びその取扱いに当たっては， 次の事項に配慮するものとする。,7Eh8505100000000
印刷,1462,ア  指導に当たっては，  「印刷概論」，  「印刷機械・材料」，  「印刷情報技術基礎」及び「印刷総合実習」 と関連させながら，  コンピュータを活用し画像処理の基礎的な知識と技術を習得させること。 また， 産業現場の見学や実習等指導方法の工夫に努めること。,7Eh8505110000000
印刷,1463,(2) 内容の範囲や程度については， 次の事項に配慮するものとする。,7Eh8505200000000
印刷,1464,ア  内容の(1)については， 文字と画像をコンピュータ上で扱う際の基礎的な知識と技術印刷における画像処理に必要な加法混色及び減法混色の概要について扱うこと。,7Eh8505210000000
印刷,1465,イ   内容の(3)については， 各種機器を活用したコンピュータにおける画像表現の概要について扱うこと。,7Eh8505220000000
印刷,1466,ウ   内容の(4)については， ファクシミリ等のアナログ伝送の原理， データのディジタル伝送の原理等， 画像伝送の基礎的な内容を扱うこと。,7Eh8505230000000
印刷,1467,エ  内容の(5)については， 生徒の実態に応じて， ＤＴＰ等の文字と画像の処理システムについて扱うこと。,7Eh8505240000000
印刷,1468,［印刷総合実習］,7Eh9500000000000
印刷,1469,"１　目標
印刷に関する知識と技術を総合的に習得させ，  これを実際の印刷において活用する能力と態度を育てる。",7Eh9502000000000
印刷,1470,２　内容,7Eh9503000000000
印刷,1471,(1)組版実習,7Eh9503100000000
印刷,1472,ア  文字組版実習        ,7Eh9503110000000
印刷,1473,イ   電子組版実習         ,7Eh9503120000000
印刷,1474,ウ  作図作業実習,7Eh9503130000000
印刷,1475,(2)製版実習,7Eh9503200000000
印刷,1476,ア  平版実習        ,7Eh9503210000000
印刷,1477,イ   写真製版実習         ,7Eh9503220000000
印刷,1478,ウ  刷版製版実習,7Eh9503230000000
印刷,1479,(3)印刷実習,7Eh9503300000000
印刷,1480,ア  オフセット印刷実習        ,7Eh9503310000000
印刷,1481,イ   凸版印刷実習,7Eh9503320000000
印刷,1482,ウ   グラビア印刷実習         ,7Eh9503330000000
印刷,1483,エ  孔版印刷実習         ,7Eh9503340000000
印刷,1484,オ  特殊印刷実習,7Eh9503350000000
印刷,1485,(4)文書処理実習,7Eh9503400000000
印刷,1486,(5)情報技術実習,7Eh9503500000000
印刷,1487,ア  プログラミング実習        ,7Eh9503510000000
印刷,1488,イ   制御，通信に関する実習,7Eh9503520000000
印刷,1489,ウ  印刷の応用に関する実習,7Eh9503530000000
印刷,1490,(6)画像技術実習,7Eh9503600000000
印刷,1491,ア  カラースキャナに関する実習        ,7Eh9503610000000
印刷,1492,イ   色再現に関する実習,7Eh9503620000000
印刷,1493,(7) その他印刷に関する実習,7Eh9503700000000
印刷,1494,ア  製本や加工に関する実習,7Eh9503710000000
印刷,1495,イ   コンピュータによる製版印刷に関する実習,7Eh9503720000000
印刷,1496,３　内容の取扱い,7Eh9505000000000
印刷,1497,(1) 内容の構成及びその取扱いに当たっては， 次の事項に配慮するものとする。,7Eh9505100000000
印刷,1498,ア  指導に当たっては， 他の印刷に関する科目との関連を図り， 企画から納品までの流れを総合的に理解できるよう留意すること。,7Eh9505110000000
印刷,1499,(2) 内容の範囲や程度については， 次の事項に配慮するものとする。,7Eh9505200000000
印刷,1500,ア  内容の(2)については， 写真製版やコンピュータによる製版に重点を置いて行うこと。,7Eh9505210000000
印刷,1501,イ   内容の(3)については，平版印刷のうちオフセット印刷を中心に行うこと。,7Eh9505220000000
印刷,1502,ウ   内容の(4)については，文書の作成，受信，発信，整理，保管等文書処理に関する課題を設定した実習を中心に行うこと。,7Eh9505230000000
印刷,1503,エ  内容の(6)については，電子的に色分解する技術と知識を養うとともに，適切なカラー原稿の見方や各種色再現について扱う こ と。,7Eh9505240000000
印刷,1504,［課題研究］,7EhA500000000000
印刷,1505,"１　目標
印刷に関する課題を設定し， その課題の解決を図る学習を通して， 専門的な知識と技術の深化，総合化を図るとともに，問題解決の能力や自発的，創造的な学習態度を育てる。",7EhA502000000000
印刷,1506,２　内容,7EhA503000000000
印刷,1507,(1)調査，研究，実験,7EhA503100000000
印刷,1508,(2)作品製作,7EhA503200000000
印刷,1509,(3) 産業現場等における実習,7EhA503300000000
印刷,1510,(4)職業資格の取得,7EhA503400000000
印刷,1511,３　内容の取扱い,7EhA505000000000
印刷,1512,(1) 内容の構成及びその取扱いに当たっては， 次の事項に配慮するものとする。,7EhA505100000000
印刷,1513,ア  生徒の興味・関心，進路希望等に応じて，内容の(1)から(4)までの中から個人又はグループで適切な課題を設定させること。 なお， 課題は内容の(1)から(4)までの２項目以上にまたがる課題を設定することができること。,7EhA505110000000
印刷,1514,イ   課題研究の成果について発表する機会を設けるよう努めること。,7EhA505120000000
印刷,1515,第３　各科目にわたる指導計画の作成と内容の取扱い,7Eh0300000000000
印刷,1516,１   指導計画の作成に当たっては， 次の事項に配慮するものとする。,7Eh0300100000000
印刷,1517,(1)各科目の指導に当たっては，できるだけ実験・実習を通して，実際的，具体的に理解させるようにすること。,7Eh0300110000000
印刷,1518,(2) 指導に当たっては， 職業人としての心構えや倫理観の育成に留意すること。,7Eh0300120000000
印刷,1519,(3)   「課題研究」については，年間指導計画に定めるところに従い，必要に応じて弾力的に授業時間を配当することができること。,7Eh0300130000000
印刷,1520,(4) 地域や産業界等との連携・交流を通じた実践的な学習活動や就業体験を積極的に取り入れるとともに， 社会人講師を積極的に活用するなどの工夫に努めること。,7Eh0300140000000
印刷,1521,２   内容の取扱いに当たっては， 次の事項に配慮するものとする。,7Eh0300200000000
印刷,1522,(1) 各科目の内容については， 技術革新の進展に対応し， 新技術を導入することが大切であるが， 生徒の実態に応じて， 適切な指導内容の精選に努めること。,7Eh0300210000000
印刷,1523,(2) 各科目の指導に当たっては，  コンピュータや情報通信ネットワーク等の活用を図り， 学習の効果を高めるようにすること。,7Eh0300220000000
印刷,1524,３   実験・実習を行うに当たっては，関連する法規等に従い，施設・設備や薬品等の安全管理に配慮し，学習環境を整えるとともに，事故防止の指導を徹底し，安全と衛生に十分留意すること。 また， 廃液処理の指導を徹底し，  自然環境の保護に十分留意するものとする。,7Eh0300300000000
理容・美容,1525,第７款　理容・美容,7Ei0000000000000
理容・美容,1526,"第１　目標
理容・美容に関する基礎的・基本的な知識と技術を習得させ， その社会的意義と役割を理解させるとともに，理容・美容を通して，公衆衛生の向上に寄与する能力と態度を育てる。",7Ei0100000000000
理容・美容,1527,第２　各科目,7Ei0500000000000
理容・美容,1528,［理容・美容関係法規］,7Ei1500000000000
理容・美容,1529,"１　目標
理容・美容に関する法規及び制度について理解させ， 理容・美容業を適切に行うために必要な能力と態度を育てる。",7Ei1502000000000
理容・美容,1530,２　内容,7Ei1503000000000
理容・美容,1531,(1)衛生行政,7Ei1503100000000
理容・美容,1532,ア  衛生行政の仕組みと意義        ,7Ei1503110000000
理容・美容,1533,イ  保健所の組織と活動,7Ei1503120000000
理容・美容,1534,(2)理容師法及び美容師法,7Ei1503200000000
理容・美容,1535,ア  沿革と目的        ,7Ei1503210000000
理容・美容,1536,イ   理容師及び美容師の資格,7Ei1503220000000
理容・美容,1537,ウ  理容所及び美容所の開設        ,7Ei1503230000000
理容・美容,1538,エ  罰則規定,7Ei1503240000000
理容・美容,1539,(3)関係法規,7Ei1503300000000
理容・美容,1540,ア  環境衛生関係営業の運営の適正化に関する法律,7Ei1503310000000
理容・美容,1541,イ   消費者保護関係法規,7Ei1503320000000
理容・美容,1542,３　内容の取扱い,7Ei1505000000000
理容・美容,1543,(1) 内容の構成及びその取扱いに当たっては， 次の事項に配慮するものとする。,7Ei1505100000000
理容・美容,1544,ア  内容の(1)及び(2)については， 理容所や美容所， 保健所の見学等を通して， 理容師や美容師の役割や理容・美容業の意義についての自覚を促すようにすること。,7Ei1505110000000
理容・美容,1545,(2) 内容の範囲や程度については， 次の事項に配慮するものとする。,7Ei1505200000000
理容・美容,1546,ア  内容の(1)については，衛生行政の組織のうち，特に，理容・美容業と関係の深い保健所の組織と活動を重点的に扱うこと。,7Ei1505210000000
理容・美容,1547,イ   内容の(2)については， 特に理容師や美容師の業務上の遵守事項等について扱うこと。,7Ei1505220000000
理容・美容,1548,ウ   内容の(3)については，理容・美容の業務との関連を図り，関係法規の概要について扱うこと。,7Ei1505230000000
理容・美容,1549,［衛生管理］,7Ei2500000000000
理容・美容,1550,"１　目標
環境衛生の意義と目的について理解させるとともに， 感染症の予防， 消毒法に関する知識と技術を総合的に習得させ， 理容・美容を適切に行う能力と態度を育てる。",7Ei2502000000000
理容・美容,1551,２　内容,7Ei2503000000000
理容・美容,1552,(1)公衆衛生概説,7Ei2503100000000
理容・美容,1553,ア  公衆衛生の意義と歴史        ,7Ei2503110000000
理容・美容,1554,イ  保健所と理容・美容業,7Ei2503120000000
理容・美容,1555,(2)環境衛生,7Ei2503200000000
理容・美容,1556,ア  環境衛生概論        ,7Ei2503210000000
理容・美容,1557,イ   環境衛生各論,7Ei2503220000000
理容・美容,1558,ウ  理容所及び美容所における環境衛生,7Ei2503230000000
理容・美容,1559,(3)感染症,7Ei2503300000000
理容・美容,1560,ア  感染症の種類と発生原因        ,7Ei2503310000000
理容・美容,1561,イ  感染症の予防,7Ei2503320000000
理容・美容,1562,ウ  理容・美容と感染症,7Ei2503330000000
理容・美容,1563,(4)衛生管理技術,7Ei2503400000000
理容・美容,1564,ア  消毒の意義と目的        ,7Ei2503410000000
理容・美容,1565,イ   消毒法の種類         ,7Ei2503420000000
理容・美容,1566,ウ  消毒法の実際,7Ei2503430000000
理容・美容,1567,３　内容の取扱い,7Ei2505000000000
理容・美容,1568,(1) 内容の構成及びその取扱いに当たっては， 次の事項に配慮するものとする。,7Ei2505100000000
理容・美容,1569,ア  指導に当たっては，  「理容・美容保健」 と関連させながら，理容・美容業における衛生措置の実際的な知識と技術の習得を図る こ と。,7Ei2505110000000
理容・美容,1570,イ   内容の(4)については，器具の消毒が，理容・美容の業務を衛生的に行う上で，特に重要なものであることから， 実験・実習を通して， その意義を理解させ， 消毒に関して必要な適切な技術等の習得に努めること。,7Ei2505120000000
理容・美容,1571,(2) 内容の範囲や程度については， 次の事項に配慮するものとする。,7Ei2505200000000
理容・美容,1572,ア  内容の(1)については，公衆衛生と理容・美容業との結び付き，理容師や美容師の責務，保健所の業務等を重点的に扱う こ と。,7Ei2505210000000
理容・美容,1573,イ   内容の(2)については， 環境と健康， 衣食住の衛生， 廃棄物処理と環境保全等を重点的に扱うこと。,7Ei2505220000000
理容・美容,1574,ウ   内容の(3)については， 感染症の種類等， 理容・美容と関係の深い事項を重点的に扱うこと。,7Ei2505230000000
理容・美容,1575,エ  内容の(4)については， 消毒器具の取扱い， 消毒薬の保管方法等の概要を扱うこと。,7Ei2505240000000
理容・美容,1576,［理容・美容保健］,7Ei3500000000000
理容・美容,1577,"１　目標
人体， 皮膚及び皮膚付属器官の構造と機能に関する科学的， 系統的な知識を総合的に習得させ， 理容・美容を適切に行う能力と態度を育てる。",7Ei3502000000000
理容・美容,1578,２　内容,7Ei3503000000000
理容・美容,1579,(1) 人体の構造と機能,7Ei3503100000000
理容・美容,1580,ア  人体の構造        ,7Ei3503110000000
理容・美容,1581,イ   人体の調整機能         ,7Ei3503120000000
理容・美容,1582,ウ  骨格，筋,7Ei3503130000000
理容・美容,1583,エ  循環，呼吸        ,7Ei3503140000000
理容・美容,1584,オ  消化，排泄        ,7Ei3503150000000
理容・美容,1585,カ  神経と感覚器,7Ei3503160000000
理容・美容,1586,(2) 皮膚及び皮膚付属器官の構造と機能,7Ei3503200000000
理容・美容,1587,ア  構造        ,7Ei3503210000000
理容・美容,1588,イ   生理作用,7Ei3503220000000
理容・美容,1589,(3)皮膚及び皮膚付属器官の疾患,7Ei3503300000000
理容・美容,1590,ア  皮膚に影響を及ぼす因子        ,7Ei3503310000000
理容・美容,1591,イ  保護と手入れ         ,7Ei3503320000000
理容・美容,1592,ウ  疾患,7Ei3503330000000
