学校コード,学校種,都道府県番号,設置区分,本分校,学校名,学校所在地,郵便番号,属性情報設定年月日,属性情報廃止年月日,旧学校調査番号,移行後の学校コード
H109310000480,H1(専修),09(栃木),3(私),1(本),国際テクニカル調理製菓専門学校,栃木県宇都宮市大通り４－１－１９,3200811,2020-12-22 00:00:00,,098858,
H109310000499,H1(専修),09(栃木),3(私),1(本),国際ＴＢＣ高等専修学校,栃木県宇都宮市今泉２－１０－１２,3210966,2020-12-22 00:00:00,,098859,
H109310000505,H1(専修),09(栃木),3(私),1(本),那須看護専門学校,栃木県那須塩原市前弥六５４－１,3293135,2020-12-22 00:00:00,,098860,
H109310000514,H1(専修),09(栃木),3(私),1(本),セントメリー外語専門学校,栃木県宇都宮市大通り４－２－１０,3200811,2020-12-22 00:00:00,,098861,
H109310000523,H1(専修),09(栃木),3(私),1(本),国際ティビィシィ小山看護専門学校,栃木県小山市大字神鳥谷字足形２２４７－１１,3230034,2020-12-22 00:00:00,,098862,
H109310000532,H1(専修),09(栃木),3(私),1(本),中央アートスクール,栃木県小山市駅東通り２－２４－２８,3230022,2020-12-22 00:00:00,,098863,
H109310000541,H1(専修),09(栃木),3(私),1(本),ＮＩＫＫＯ外語観光専門学校,栃木県日光市鬼怒川温泉大原字坂ノ下８５１番地１,3212522,2020-12-22 00:00:00,,098864,
H209310000014,H2(各種),09(栃木),3(私),1(本),宇都宮服装文化学院,栃木県宇都宮市池上町４－３,3200801,2020-12-22 00:00:00,,099201,
H209310000023,H2(各種),09(栃木),3(私),1(本),増美文化服装学院,栃木県宇都宮市泉町４－１,3200034,2020-12-22 00:00:00,,099221,
H209310000032,H2(各種),09(栃木),3(私),1(本),こだま文化服装学院,栃木県佐野市上台町２１３１,3270006,2020-12-22 00:00:00,,099249,
H209310000041,H2(各種),09(栃木),3(私),1(本),日本簿記学校,栃木県栃木市万町２７番２５号,3280015,2020-12-22 00:00:00,,099533,
H209310000050,H2(各種),09(栃木),3(私),1(本),小山珠算学院,栃木県小山市若木町１－３－２７,3230028,2020-12-22 00:00:00,,099536,
H209310000069,H2(各種),09(栃木),3(私),1(本),真岡珠算簿記学校,栃木県真岡市台町２３４３,3214306,2020-12-22 00:00:00,,099537,
H209310000087,H2(各種),09(栃木),3(私),1(本),見目計算実務学校,栃木県さくら市喜連川３９１９,3291412,2020-12-22 00:00:00,,099544,
H209310000096,H2(各種),09(栃木),3(私),1(本),宇都宮病院附属准看護学校,栃木県宇都宮市陽南４－６－３４,3208521,2020-12-22 00:00:00,,099583,
H209310000103,H2(各種),09(栃木),3(私),1(本),足利市医師会付属准看護学校,栃木県足利市大正町８６３－６,3260807,2020-12-22 00:00:00,,099584,
H209310000112,H2(各種),09(栃木),3(私),1(本),佐野市医師会附属佐野准看護学校,栃木県佐野市植上町１６７８番地,3270832,2020-12-22 00:00:00,,099587,
H209310000121,H2(各種),09(栃木),3(私),1(本),上都賀郡市医師会附属准看護学校,栃木県鹿沼市上久我６０－３,3220005,2020-12-22 00:00:00,,099589,
H209310000130,H2(各種),09(栃木),3(私),1(本),昇玉学院,栃木県宇都宮市清住１－３－３０,3200037,2020-12-22 00:00:00,,099631,
H209310000149,H2(各種),09(栃木),3(私),1(本),栃木県自動車学校,栃木県宇都宮市陽南３－１１－２５,3200834,2020-12-22 00:00:00,,099641,
H209310000158,H2(各種),09(栃木),3(私),1(本),宇都宮タイピスト学院,栃木県宇都宮市池上町４－１０,3200801,2020-12-22 00:00:00,,099651,
H209310000167,H2(各種),09(栃木),3(私),1(本),栃木朝鮮初中級学校,栃木県小山市中久喜上野原１５１８,3230806,2020-12-22 00:00:00,,099661,
H209310000176,H2(各種),09(栃木),3(私),1(本),好学院国際学校,栃木県栃木市大町１－１５,3280071,2020-12-22 00:00:00,,099662,
H209310000185,H2(各種),09(栃木),3(私),1(本),セントメリー日本語学院,栃木県宇都宮市大通り４－２－１０,3200811,2020-12-22 00:00:00,,099672,
